Order ID,Customer ID,Order Date,Ship Date,Region,State,Category,Sub-Category,Segment,Ship Mode,Sales,Profit,Discount
ORD-104308,CUST-4893,2024-05-25,2024-05-29,West,California,Furniture,Furnishings,Home Office,Standard Class,414.5,-14.97,0.2
ORD-104309,CUST-3278,2022-01-23,2022-01-25,Central,Wisconsin,Technology,Phones,Corporate,First Class,1390.65,-36.92,0.2
ORD-104310,CUST-1504,2023-12-19,2023-12-24,East,Virginia,Furniture,Chairs,Home Office,First Class,472.44,114.77,0.05
ORD-104311,CUST-2332,2024-05-04,2024-05-05,South,Florida,Technology,Accessories,Home Office,Standard Class,603.47,74.74,0.05
ORD-104312,CUST-1357,2024-04-28,2024-05-02,West,Nevada,Furniture,Furnishings,Home Office,First Class,1026.28,24.6,0.05
ORD-104313,CUST-3748,2023-07-03,2023-07-07,East,New Jersey,Office Supplies,Storage,Corporate,Second Class,584.46,10.92,0.3
ORD-104314,CUST-4860,2023-03-24,2023-03-25,East,Virginia,Technology,Phones,Consumer,Standard Class,453.0,-17.38,0.3
ORD-104315,CUST-3082,2024-06-07,2024-06-11,West,Oregon,Technology,Phones,Consumer,Same Day,371.44,87.84,0.05
ORD-104316,CUST-2113,2022-01-08,2022-01-13,South,Georgia,Furniture,Chairs,Corporate,Second Class,933.28,203.76,0.05
ORD-104317,CUST-2437,2024-04-07,2024-04-11,East,Massachusetts,Office Supplies,Paper,Corporate,Second Class,549.21,70.15,0.0
ORD-104318,CUST-3478,2022-10-08,2022-10-10,West,Nevada,Furniture,Tables,Corporate,Second Class,389.03,46.38,0.1
ORD-104319,CUST-2290,2022-02-14,2022-02-14,East,Massachusetts,Office Supplies,Paper,Consumer,First Class,1132.73,-279.53,0.3
ORD-104320,CUST-1034,2022-10-19,2022-10-20,West,Nevada,Furniture,Bookcases,Consumer,Standard Class,271.09,20.58,0.2
ORD-104321,CUST-2064,2022-03-27,2022-03-27,Central,Illinois,Furniture,Tables,Corporate,First Class,1438.01,-351.67,0.3
ORD-104322,CUST-1044,2023-02-05,2023-02-05,East,New Jersey,Technology,Copiers,Home Office,Same Day,1296.98,255.24,0.05
ORD-104323,CUST-3881,2023-04-17,2023-04-23,East,Massachusetts,Furniture,Tables,Home Office,First Class,1344.27,-21.29,0.05
ORD-104324,CUST-2557,2023-03-10,2023-03-10,West,Washington,Furniture,Chairs,Corporate,First Class,1347.52,-2.73,0.2
ORD-104325,CUST-3118,2022-03-30,2022-04-03,South,Tennessee,Furniture,Tables,Home Office,Standard Class,1257.39,74.95,0.1
ORD-104326,CUST-3911,2024-04-16,2024-04-21,East,New York,Office Supplies,Paper,Consumer,Standard Class,552.91,-20.97,0.2
ORD-104327,CUST-3104,2023-12-01,2023-12-03,East,Massachusetts,Technology,Machines,Consumer,Second Class,35.25,4.39,0.1
ORD-104328,CUST-2307,2023-07-28,2023-08-03,South,Alabama,Office Supplies,Paper,Home Office,Standard Class,824.79,-68.84,0.2
ORD-104329,CUST-3191,2023-03-20,2023-03-22,South,Georgia,Technology,Phones,Consumer,Second Class,98.3,-6.3,0.3
ORD-104330,CUST-2197,2022-08-20,2022-08-23,West,Arizona,Technology,Machines,Home Office,Same Day,307.79,-54.6,0.4
ORD-104331,CUST-2886,2022-03-01,2022-03-04,Central,Illinois,Office Supplies,Supplies,Consumer,Same Day,549.52,-62.96,0.2
ORD-104332,CUST-4541,2023-07-14,2023-07-16,Central,Wisconsin,Office Supplies,Binders,Consumer,Same Day,1313.24,265.7,0.0
ORD-104333,CUST-1562,2022-04-26,2022-05-02,West,California,Furniture,Chairs,Consumer,First Class,1225.86,47.1,0.2
ORD-104334,CUST-2628,2022-10-14,2022-10-17,West,Nevada,Technology,Copiers,Corporate,Same Day,447.29,-21.53,0.3
ORD-104335,CUST-1397,2022-04-04,2022-04-08,West,Washington,Technology,Phones,Corporate,Standard Class,36.43,2.27,0.1
ORD-104336,CUST-3835,2024-01-14,2024-01-19,West,California,Office Supplies,Binders,Consumer,Standard Class,1235.28,157.71,0.05
ORD-104337,CUST-4200,2022-12-11,2022-12-13,East,Massachusetts,Office Supplies,Paper,Home Office,Standard Class,1176.25,67.67,0.1
ORD-104338,CUST-3697,2023-10-27,2023-10-28,South,Alabama,Technology,Copiers,Consumer,First Class,930.73,171.77,0.05
ORD-104339,CUST-3948,2024-04-01,2024-04-03,Central,Illinois,Technology,Machines,Consumer,Standard Class,1033.43,-173.22,0.3
ORD-104340,CUST-1015,2023-02-05,2023-02-05,South,Georgia,Office Supplies,Storage,Consumer,Second Class,159.23,-48.37,0.4
ORD-104341,CUST-4584,2024-02-17,2024-02-17,South,Georgia,Office Supplies,Storage,Home Office,Same Day,584.81,-119.86,0.4
ORD-104342,CUST-2729,2022-10-01,2022-10-04,South,Georgia,Technology,Accessories,Corporate,Same Day,359.0,-103.93,0.4
ORD-104343,CUST-2399,2024-03-26,2024-03-26,Central,Texas,Technology,Machines,Home Office,Same Day,100.27,-13.63,0.4
ORD-104344,CUST-2127,2024-06-18,2024-06-19,West,Arizona,Office Supplies,Paper,Consumer,Second Class,474.91,13.31,0.1
ORD-104345,CUST-4928,2022-12-31,2023-01-02,South,Georgia,Office Supplies,Paper,Consumer,Same Day,1421.18,-353.19,0.3
ORD-104346,CUST-4695,2022-03-14,2022-03-16,East,New York,Office Supplies,Storage,Corporate,First Class,403.92,37.26,0.1
ORD-104347,CUST-2686,2022-01-17,2022-01-20,West,Oregon,Office Supplies,Storage,Corporate,Same Day,196.04,21.61,0.1
ORD-104348,CUST-4435,2022-02-05,2022-02-11,Central,Minnesota,Office Supplies,Storage,Consumer,Second Class,950.99,68.7,0.2
ORD-104349,CUST-4006,2022-10-20,2022-10-26,Central,Wisconsin,Technology,Machines,Home Office,Same Day,1238.57,252.77,0.0
ORD-104350,CUST-4106,2024-04-08,2024-04-12,East,New Jersey,Technology,Accessories,Home Office,Same Day,1129.3,5.68,0.2
ORD-104351,CUST-2087,2023-05-17,2023-05-21,South,North Carolina,Furniture,Furnishings,Corporate,Second Class,662.45,89.78,0.05
ORD-104352,CUST-4684,2023-05-02,2023-05-06,South,Florida,Furniture,Furnishings,Home Office,Second Class,407.82,-35.61,0.2
ORD-104353,CUST-3269,2023-03-01,2023-03-04,Central,Minnesota,Technology,Phones,Corporate,Second Class,498.61,-22.08,0.2
ORD-104354,CUST-3861,2023-01-17,2023-01-20,South,Tennessee,Office Supplies,Supplies,Corporate,Second Class,463.19,-86.79,0.4
ORD-104355,CUST-3499,2023-06-07,2023-06-07,East,Pennsylvania,Office Supplies,Paper,Home Office,Same Day,26.48,-9.76,0.4
ORD-104356,CUST-2969,2024-04-01,2024-04-06,West,Washington,Office Supplies,Supplies,Corporate,Standard Class,208.73,36.04,0.1
ORD-104357,CUST-1717,2024-02-04,2024-02-06,East,Pennsylvania,Technology,Accessories,Home Office,First Class,685.68,39.59,0.1
ORD-104358,CUST-2021,2023-06-09,2023-06-10,West,Nevada,Office Supplies,Binders,Consumer,Standard Class,144.55,-2.97,0.05
ORD-104359,CUST-4736,2022-04-10,2022-04-10,Central,Michigan,Technology,Copiers,Corporate,Standard Class,750.91,85.76,0.1
ORD-104360,CUST-2248,2022-09-17,2022-09-21,South,Alabama,Technology,Phones,Corporate,First Class,1222.58,-392.03,0.4
ORD-104361,CUST-3407,2023-12-01,2023-12-01,West,Nevada,Office Supplies,Storage,Home Office,Same Day,1461.33,-333.09,0.4
ORD-104362,CUST-2794,2023-02-07,2023-02-08,Central,Texas,Furniture,Furnishings,Corporate,First Class,1451.3,-241.64,0.4
ORD-104363,CUST-2061,2023-07-24,2023-07-28,West,Nevada,Technology,Copiers,Corporate,First Class,539.58,10.53,0.1
ORD-104364,CUST-1015,2023-01-06,2023-01-12,South,Alabama,Office Supplies,Paper,Consumer,Standard Class,1112.34,-380.87,0.4
ORD-104365,CUST-2743,2023-01-01,2023-01-06,South,Alabama,Office Supplies,Storage,Corporate,Same Day,1213.94,258.68,0.05
ORD-104366,CUST-2126,2022-06-04,2022-06-07,West,Arizona,Office Supplies,Storage,Home Office,Second Class,1175.96,-229.42,0.3
ORD-104367,CUST-3844,2022-04-06,2022-04-11,East,Pennsylvania,Office Supplies,Storage,Home Office,Same Day,67.32,7.15,0.1
ORD-104368,CUST-4696,2024-01-04,2024-01-04,Central,Wisconsin,Office Supplies,Paper,Corporate,First Class,658.25,-131.83,0.3
ORD-104369,CUST-3932,2023-08-18,2023-08-23,South,Georgia,Technology,Copiers,Home Office,Second Class,1203.24,100.71,0.0
ORD-104370,CUST-2719,2023-04-18,2023-04-22,West,Washington,Furniture,Tables,Consumer,First Class,435.05,81.09,0.1
ORD-104371,CUST-2665,2022-03-29,2022-04-03,West,California,Office Supplies,Storage,Corporate,Second Class,1220.81,-92.41,0.2
ORD-104372,CUST-2018,2022-02-12,2022-02-17,East,Massachusetts,Technology,Copiers,Corporate,Standard Class,1308.99,131.31,0.1
ORD-104373,CUST-1857,2024-06-08,2024-06-08,West,Arizona,Office Supplies,Binders,Corporate,First Class,957.18,-75.0,0.3
ORD-104374,CUST-3825,2023-12-15,2023-12-19,West,Nevada,Technology,Accessories,Home Office,Second Class,979.14,185.1,0.0
ORD-104375,CUST-2564,2023-07-02,2023-07-07,Central,Wisconsin,Furniture,Tables,Corporate,Same Day,961.6,-1.91,0.3
ORD-104376,CUST-1646,2022-08-23,2022-08-25,East,Pennsylvania,Technology,Copiers,Home Office,Standard Class,43.89,2.45,0.1
ORD-104377,CUST-4323,2022-08-31,2022-09-02,West,Oregon,Furniture,Tables,Corporate,Standard Class,581.61,-79.2,0.3
ORD-104378,CUST-4253,2024-05-25,2024-05-26,West,Oregon,Furniture,Chairs,Consumer,First Class,142.96,-34.51,0.4
ORD-104379,CUST-3790,2024-06-03,2024-06-03,West,Oregon,Office Supplies,Binders,Consumer,Second Class,355.97,6.62,0.1
ORD-104380,CUST-2964,2022-03-07,2022-03-10,West,Arizona,Furniture,Furnishings,Home Office,Same Day,385.38,70.91,0.05
ORD-104381,CUST-4815,2024-01-03,2024-01-03,West,Oregon,Furniture,Chairs,Corporate,Same Day,1013.7,-129.78,0.3
ORD-104382,CUST-4839,2023-10-28,2023-11-03,East,New Jersey,Office Supplies,Supplies,Corporate,Standard Class,139.11,-27.54,0.3
ORD-104383,CUST-4494,2023-06-06,2023-06-09,West,Washington,Technology,Phones,Home Office,Second Class,338.72,28.15,0.05
ORD-104384,CUST-3860,2022-07-26,2022-08-01,East,New Jersey,Technology,Phones,Home Office,First Class,49.75,7.27,0.0
ORD-104385,CUST-3262,2023-04-18,2023-04-19,West,Arizona,Office Supplies,Supplies,Consumer,First Class,1240.06,88.88,0.05
ORD-104386,CUST-2866,2022-05-04,2022-05-04,West,Arizona,Furniture,Tables,Consumer,Same Day,1383.1,137.93,0.1
ORD-104387,CUST-1513,2023-11-08,2023-11-10,South,Florida,Technology,Phones,Home Office,Standard Class,1176.99,-203.25,0.4
ORD-104388,CUST-1566,2022-09-08,2022-09-11,South,Florida,Office Supplies,Paper,Consumer,Second Class,317.15,-67.1,0.4
ORD-104389,CUST-3487,2024-05-23,2024-05-25,Central,Minnesota,Furniture,Furnishings,Corporate,First Class,683.9,-212.53,0.4
ORD-104390,CUST-4517,2024-04-23,2024-04-23,West,California,Furniture,Furnishings,Corporate,Second Class,309.56,47.65,0.0
ORD-104391,CUST-2762,2022-06-13,2022-06-15,South,North Carolina,Office Supplies,Storage,Home Office,Standard Class,1082.4,-376.34,0.4
ORD-104392,CUST-2058,2023-03-27,2023-03-27,East,New Jersey,Technology,Machines,Corporate,Second Class,791.94,31.09,0.1
ORD-104393,CUST-3993,2023-06-14,2023-06-18,East,Massachusetts,Furniture,Chairs,Home Office,First Class,40.39,5.88,0.1
ORD-104394,CUST-3058,2023-02-03,2023-02-07,South,Tennessee,Furniture,Furnishings,Consumer,Second Class,1248.03,294.63,0.1
ORD-104395,CUST-1780,2022-02-02,2022-02-07,East,Virginia,Office Supplies,Storage,Home Office,Second Class,1089.14,-177.15,0.3
ORD-104396,CUST-4030,2022-07-28,2022-07-30,East,Virginia,Technology,Accessories,Corporate,Standard Class,362.23,-3.84,0.2
ORD-104397,CUST-1892,2022-12-23,2022-12-27,West,California,Office Supplies,Binders,Home Office,Second Class,864.8,-137.69,0.3
ORD-104398,CUST-4875,2022-12-17,2022-12-17,South,North Carolina,Technology,Copiers,Consumer,Same Day,243.51,31.33,0.1
ORD-104399,CUST-4542,2022-03-26,2022-03-30,East,Massachusetts,Furniture,Furnishings,Home Office,Second Class,881.4,-296.01,0.4
ORD-104400,CUST-3588,2024-03-24,2024-03-29,West,Washington,Technology,Phones,Consumer,Same Day,881.64,-155.32,0.3
ORD-104401,CUST-2330,2023-05-03,2023-05-03,West,Nevada,Furniture,Chairs,Home Office,Standard Class,669.32,-7.06,0.2
ORD-104402,CUST-2338,2023-01-27,2023-01-31,Central,Wisconsin,Office Supplies,Binders,Corporate,Second Class,1017.83,-118.09,0.4
ORD-104403,CUST-4334,2023-02-10,2023-02-15,West,Washington,Technology,Phones,Consumer,Second Class,919.44,-201.25,0.4
ORD-104404,CUST-1496,2022-09-12,2022-09-18,East,Virginia,Office Supplies,Binders,Corporate,Same Day,540.72,-18.99,0.2
ORD-104405,CUST-2619,2022-10-16,2022-10-16,Central,Michigan,Technology,Copiers,Home Office,Same Day,557.19,107.32,0.05
ORD-104406,CUST-4524,2023-09-01,2023-09-01,Central,Wisconsin,Technology,Accessories,Home Office,Same Day,319.83,41.52,0.0
ORD-104407,CUST-2357,2023-11-13,2023-11-15,East,New York,Technology,Machines,Consumer,First Class,1213.97,-65.86,0.2
ORD-104408,CUST-2717,2022-09-14,2022-09-17,East,New Jersey,Office Supplies,Supplies,Corporate,Standard Class,1093.11,176.33,0.0
ORD-104409,CUST-1418,2023-05-06,2023-05-12,West,Washington,Office Supplies,Supplies,Corporate,Second Class,470.13,-19.01,0.3
ORD-104410,CUST-3911,2024-03-21,2024-03-22,West,California,Furniture,Chairs,Corporate,Second Class,657.23,-154.07,0.4
ORD-104411,CUST-1243,2022-01-25,2022-01-26,Central,Wisconsin,Furniture,Tables,Corporate,First Class,510.76,-97.63,0.3
ORD-104412,CUST-3450,2022-03-28,2022-03-30,East,Massachusetts,Furniture,Tables,Consumer,Second Class,146.26,-6.47,0.3
ORD-104413,CUST-2383,2024-03-17,2024-03-22,East,Virginia,Office Supplies,Binders,Home Office,Standard Class,648.96,14.91,0.1
ORD-104414,CUST-4060,2022-07-20,2022-07-21,Central,Minnesota,Office Supplies,Paper,Corporate,Standard Class,404.69,66.61,0.05
ORD-104415,CUST-1165,2023-03-13,2023-03-13,East,Massachusetts,Technology,Copiers,Corporate,First Class,877.37,-320.26,0.4
ORD-104416,CUST-3105,2022-05-21,2022-05-23,East,Massachusetts,Technology,Accessories,Consumer,Same Day,788.43,193.43,0.0
ORD-104417,CUST-1964,2024-05-27,2024-05-27,East,New Jersey,Furniture,Tables,Home Office,Second Class,1105.8,238.96,0.1
ORD-104418,CUST-3333,2024-05-13,2024-05-15,South,Tennessee,Technology,Machines,Consumer,Standard Class,537.46,70.89,0.1
ORD-104419,CUST-4474,2022-07-04,2022-07-07,East,New York,Technology,Accessories,Corporate,Standard Class,440.32,-90.07,0.3
ORD-104420,CUST-1915,2024-01-06,2024-01-09,West,California,Furniture,Chairs,Home Office,Second Class,905.19,-92.44,0.3
ORD-104421,CUST-4254,2022-08-21,2022-08-24,West,Nevada,Technology,Phones,Consumer,Same Day,1424.92,121.81,0.1
ORD-104422,CUST-2352,2023-06-17,2023-06-21,South,Alabama,Office Supplies,Binders,Home Office,Standard Class,1103.33,-130.96,0.4
ORD-104423,CUST-1982,2023-12-31,2024-01-01,West,Washington,Office Supplies,Supplies,Consumer,Same Day,1031.71,-372.63,0.4
ORD-104424,CUST-1147,2022-03-30,2022-03-31,South,Georgia,Office Supplies,Paper,Corporate,Second Class,807.01,-38.32,0.2
ORD-104425,CUST-3634,2024-04-21,2024-04-26,Central,Minnesota,Furniture,Chairs,Consumer,Standard Class,249.69,51.24,0.05
ORD-104426,CUST-4934,2024-05-10,2024-05-11,West,Washington,Office Supplies,Paper,Consumer,Second Class,96.67,23.76,0.05
ORD-104427,CUST-1865,2022-05-17,2022-05-18,East,Virginia,Office Supplies,Storage,Corporate,Standard Class,1277.12,109.15,0.0
ORD-104428,CUST-3710,2022-05-06,2022-05-08,East,Massachusetts,Furniture,Furnishings,Consumer,Standard Class,1089.08,-104.51,0.2
ORD-104429,CUST-3418,2024-03-04,2024-03-07,East,New York,Office Supplies,Paper,Corporate,Second Class,896.95,12.26,0.2
ORD-104430,CUST-2198,2024-01-30,2024-02-04,East,Massachusetts,Furniture,Bookcases,Corporate,Second Class,239.58,-30.89,0.4
ORD-104431,CUST-1172,2023-10-12,2023-10-14,East,Massachusetts,Office Supplies,Supplies,Home Office,Same Day,570.13,-122.19,0.4
ORD-104432,CUST-3892,2022-12-11,2022-12-11,East,Massachusetts,Office Supplies,Binders,Consumer,Standard Class,822.6,-117.88,0.3
ORD-104433,CUST-4048,2023-07-03,2023-07-09,West,Nevada,Furniture,Furnishings,Home Office,Second Class,1340.25,-20.96,0.2
ORD-104434,CUST-3626,2023-11-19,2023-11-19,Central,Illinois,Furniture,Bookcases,Home Office,Standard Class,418.98,-113.28,0.3
ORD-104435,CUST-3715,2023-03-02,2023-03-06,South,Tennessee,Furniture,Furnishings,Consumer,First Class,1411.39,252.0,0.0
ORD-104436,CUST-2584,2022-06-30,2022-07-02,South,Florida,Furniture,Bookcases,Home Office,Standard Class,1376.77,315.05,0.0
ORD-104437,CUST-3532,2022-01-28,2022-01-29,West,Arizona,Office Supplies,Paper,Home Office,Same Day,1261.59,151.38,0.1
ORD-104438,CUST-2398,2023-11-11,2023-11-12,South,Tennessee,Office Supplies,Storage,Home Office,First Class,895.69,124.41,0.05
ORD-104439,CUST-1024,2023-11-27,2023-11-27,West,Oregon,Technology,Phones,Corporate,Same Day,30.72,-5.07,0.4
ORD-104440,CUST-4993,2022-04-01,2022-04-03,West,Arizona,Office Supplies,Storage,Consumer,Second Class,711.92,42.12,0.1
ORD-104441,CUST-1713,2024-05-24,2024-05-25,South,Florida,Technology,Accessories,Corporate,First Class,1356.54,-221.42,0.4
ORD-104442,CUST-3725,2024-03-23,2024-03-25,Central,Texas,Office Supplies,Paper,Home Office,Second Class,640.9,-20.19,0.2
ORD-104443,CUST-4896,2023-08-07,2023-08-12,South,Georgia,Furniture,Bookcases,Corporate,Standard Class,1338.03,-366.5,0.4
ORD-104444,CUST-4561,2022-03-10,2022-03-11,West,Arizona,Furniture,Chairs,Consumer,Standard Class,1034.64,-148.9,0.3
ORD-104445,CUST-3128,2022-12-30,2023-01-01,East,Pennsylvania,Office Supplies,Supplies,Corporate,Second Class,320.91,-112.71,0.4
ORD-104446,CUST-2897,2022-11-26,2022-11-29,East,New York,Furniture,Furnishings,Corporate,First Class,1298.84,-221.77,0.3
ORD-104447,CUST-2319,2022-07-17,2022-07-19,West,Washington,Technology,Copiers,Corporate,Same Day,1418.52,208.67,0.05
ORD-104448,CUST-4462,2022-10-11,2022-10-12,South,North Carolina,Technology,Machines,Corporate,Standard Class,1152.73,-191.36,0.3
ORD-104449,CUST-3182,2022-12-05,2022-12-10,South,Alabama,Office Supplies,Binders,Consumer,First Class,729.7,-82.08,0.3
ORD-104450,CUST-3096,2024-03-03,2024-03-05,Central,Texas,Technology,Machines,Home Office,Standard Class,213.62,-42.8,0.4
ORD-104451,CUST-2517,2024-05-29,2024-06-02,South,Florida,Office Supplies,Paper,Consumer,Standard Class,1364.22,-6.88,0.2
ORD-104452,CUST-4429,2022-01-23,2022-01-28,East,Virginia,Office Supplies,Binders,Home Office,Standard Class,147.05,-4.04,0.05
ORD-104453,CUST-2278,2023-08-07,2023-08-07,East,New Jersey,Office Supplies,Paper,Consumer,Second Class,184.53,29.07,0.0
ORD-104454,CUST-1513,2024-05-03,2024-05-08,West,Oregon,Furniture,Furnishings,Home Office,Second Class,1112.06,-228.06,0.4
ORD-104455,CUST-2210,2023-05-06,2023-05-10,East,Pennsylvania,Office Supplies,Supplies,Home Office,Second Class,1022.98,248.43,0.0
ORD-104456,CUST-1758,2023-06-25,2023-06-27,West,California,Office Supplies,Binders,Home Office,Second Class,789.53,90.5,0.1
ORD-104457,CUST-2140,2022-02-20,2022-02-26,West,Washington,Office Supplies,Supplies,Consumer,Second Class,363.77,-37.0,0.3
ORD-104458,CUST-2981,2022-10-23,2022-10-26,Central,Minnesota,Office Supplies,Supplies,Corporate,First Class,1486.54,209.65,0.0
ORD-104459,CUST-1605,2023-07-21,2023-07-24,West,California,Furniture,Tables,Corporate,First Class,1496.77,143.77,0.05
ORD-104460,CUST-1505,2023-09-04,2023-09-08,West,Washington,Furniture,Furnishings,Corporate,Second Class,994.77,98.78,0.1
ORD-104461,CUST-3024,2023-05-11,2023-05-15,East,Massachusetts,Office Supplies,Storage,Consumer,Same Day,1327.99,-96.73,0.3
ORD-104462,CUST-4781,2023-01-12,2023-01-15,South,Tennessee,Office Supplies,Binders,Consumer,First Class,392.19,18.62,0.05
ORD-104463,CUST-1882,2023-05-06,2023-05-08,West,Oregon,Office Supplies,Supplies,Home Office,Second Class,618.11,72.86,0.0
ORD-104464,CUST-1786,2022-11-22,2022-11-25,East,Virginia,Furniture,Chairs,Consumer,First Class,646.88,-90.13,0.3
ORD-104465,CUST-4560,2022-05-11,2022-05-17,Central,Michigan,Office Supplies,Paper,Home Office,Standard Class,1032.55,7.33,0.3
ORD-104466,CUST-2335,2023-04-07,2023-04-12,Central,Illinois,Furniture,Chairs,Home Office,Same Day,565.06,40.36,0.05
ORD-104467,CUST-1798,2022-02-24,2022-02-28,West,Nevada,Technology,Accessories,Consumer,First Class,804.8,70.92,0.05
ORD-104468,CUST-2400,2024-04-02,2024-04-08,Central,Texas,Office Supplies,Paper,Consumer,Standard Class,413.91,-32.91,0.3
ORD-104469,CUST-3203,2023-06-30,2023-06-30,East,Massachusetts,Office Supplies,Paper,Corporate,First Class,469.22,36.84,0.1
ORD-104470,CUST-2407,2023-12-30,2024-01-02,West,Washington,Office Supplies,Storage,Corporate,First Class,179.66,-20.45,0.3
ORD-104471,CUST-1462,2022-08-06,2022-08-08,West,Washington,Office Supplies,Storage,Consumer,Standard Class,1040.01,57.75,0.1
ORD-104472,CUST-3939,2023-04-21,2023-04-27,Central,Wisconsin,Office Supplies,Supplies,Corporate,Same Day,1012.79,133.37,0.1
ORD-104473,CUST-4146,2023-12-12,2023-12-17,East,Pennsylvania,Technology,Copiers,Corporate,Same Day,1437.48,-304.15,0.4
ORD-104474,CUST-3171,2024-04-07,2024-04-12,East,Massachusetts,Furniture,Tables,Home Office,Standard Class,695.58,-202.16,0.4
ORD-104475,CUST-2033,2022-09-02,2022-09-04,East,Pennsylvania,Technology,Phones,Corporate,First Class,967.46,-24.31,0.05
ORD-104476,CUST-3321,2023-05-18,2023-05-20,Central,Wisconsin,Technology,Accessories,Home Office,Second Class,1114.24,-150.58,0.3
ORD-104477,CUST-1494,2023-08-28,2023-08-30,Central,Illinois,Furniture,Chairs,Corporate,First Class,1272.42,26.35,0.1
ORD-104478,CUST-4323,2022-03-01,2022-03-05,Central,Texas,Furniture,Bookcases,Home Office,First Class,54.26,3.82,0.1
ORD-104479,CUST-2365,2023-11-12,2023-11-15,West,Oregon,Technology,Copiers,Corporate,First Class,1005.99,-139.5,0.4
ORD-104480,CUST-4260,2024-02-02,2024-02-07,South,Georgia,Office Supplies,Supplies,Consumer,Standard Class,1445.19,384.27,0.0
ORD-104481,CUST-3262,2024-06-05,2024-06-11,West,Oregon,Furniture,Tables,Home Office,First Class,435.2,-106.17,0.3
ORD-104482,CUST-1813,2024-04-30,2024-05-04,South,Alabama,Furniture,Furnishings,Home Office,First Class,1186.04,319.66,0.05
ORD-104483,CUST-3687,2022-01-08,2022-01-08,South,Florida,Office Supplies,Storage,Home Office,Second Class,529.3,-168.84,0.4
ORD-104484,CUST-2739,2022-07-07,2022-07-13,West,Washington,Technology,Copiers,Consumer,Second Class,747.09,-61.84,0.3
ORD-104485,CUST-4051,2023-10-24,2023-10-24,East,Massachusetts,Office Supplies,Supplies,Corporate,Second Class,423.64,97.34,0.0
ORD-104486,CUST-4327,2023-02-13,2023-02-13,West,Nevada,Furniture,Chairs,Corporate,Second Class,853.05,-5.03,0.2
ORD-104487,CUST-4201,2023-06-25,2023-07-01,Central,Wisconsin,Furniture,Furnishings,Home Office,Second Class,1357.36,-101.96,0.4
ORD-104488,CUST-4041,2024-01-08,2024-01-08,West,Washington,Technology,Machines,Consumer,Standard Class,1446.26,-322.29,0.4
ORD-104489,CUST-2937,2022-07-04,2022-07-10,East,Massachusetts,Technology,Accessories,Consumer,First Class,1298.67,91.63,0.1
ORD-104490,CUST-1603,2022-10-18,2022-10-19,South,Tennessee,Technology,Phones,Consumer,Second Class,1000.89,-132.61,0.2
ORD-104491,CUST-2652,2022-10-25,2022-10-31,West,California,Technology,Accessories,Corporate,Same Day,148.33,26.09,0.1
ORD-104492,CUST-4653,2022-11-19,2022-11-20,West,Washington,Office Supplies,Paper,Corporate,Second Class,244.12,-34.58,0.4
ORD-104493,CUST-2048,2022-01-14,2022-01-16,Central,Michigan,Office Supplies,Paper,Home Office,First Class,136.85,-25.72,0.3
ORD-104494,CUST-3476,2023-06-26,2023-06-28,West,Arizona,Office Supplies,Binders,Home Office,First Class,378.31,-16.43,0.3
ORD-104495,CUST-2428,2024-04-01,2024-04-04,East,New York,Office Supplies,Storage,Consumer,Standard Class,913.89,-27.69,0.2
ORD-104496,CUST-3026,2022-09-01,2022-09-04,South,Florida,Furniture,Bookcases,Home Office,Same Day,1369.32,394.68,0.0
ORD-104497,CUST-1363,2022-12-30,2023-01-01,East,Pennsylvania,Technology,Phones,Corporate,Standard Class,602.08,-195.19,0.4
ORD-104498,CUST-2930,2022-07-20,2022-07-23,South,North Carolina,Furniture,Tables,Consumer,Second Class,491.06,101.07,0.05
ORD-104499,CUST-2496,2022-07-08,2022-07-11,West,Washington,Office Supplies,Supplies,Consumer,Second Class,1339.12,288.37,0.0
ORD-104500,CUST-3369,2023-07-03,2023-07-03,East,Pennsylvania,Office Supplies,Storage,Home Office,Same Day,1337.73,-225.03,0.3
ORD-104501,CUST-3082,2022-11-23,2022-11-26,Central,Illinois,Furniture,Furnishings,Corporate,First Class,435.32,-45.69,0.3
ORD-104502,CUST-4205,2023-09-04,2023-09-05,South,North Carolina,Furniture,Furnishings,Corporate,Second Class,1108.98,-252.55,0.4
ORD-104503,CUST-2257,2022-01-04,2022-01-09,West,Nevada,Furniture,Bookcases,Corporate,Same Day,660.78,125.31,0.0
ORD-104504,CUST-2157,2023-09-02,2023-09-05,South,Alabama,Furniture,Tables,Corporate,Same Day,1354.01,41.89,0.05
ORD-104505,CUST-2683,2022-02-26,2022-03-03,East,Virginia,Furniture,Chairs,Consumer,Second Class,32.84,7.15,0.05
ORD-104506,CUST-3717,2023-08-30,2023-08-30,South,Georgia,Technology,Copiers,Home Office,Same Day,492.18,75.22,0.05
ORD-104507,CUST-3283,2024-04-19,2024-04-24,West,California,Office Supplies,Binders,Consumer,Second Class,417.52,-77.98,0.3
ORD-104508,CUST-2005,2022-03-08,2022-03-13,Central,Texas,Furniture,Bookcases,Consumer,First Class,26.81,1.5,0.1
ORD-104509,CUST-4705,2022-09-24,2022-09-24,Central,Texas,Office Supplies,Paper,Consumer,Second Class,541.13,-56.6,0.3
ORD-104510,CUST-1579,2023-08-27,2023-08-28,South,Tennessee,Office Supplies,Storage,Consumer,Second Class,906.79,-222.62,0.3
